Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Country
1971,Bachelor,Single,"22,804",1,0,14,1,7,2,1,1,2,0,2,SP
1974,Bachelor,Married,"30,631",1,0,15,6,20,4,5,1,3,1,2,SA
1966,PhD,Single,"78,420",0,0,604,28,674,91,28,1,3,10,8,SA
1980,Bachelor,Single,"81,741",0,0,249,153,940,58,134,0,6,6,7,SP
1971,Bachelor,Married,"25,721",1,0,1,3,6,3,6,1,1,1,2,AUS
1972,Bachelor,Single,"31,907",0,0,33,87,64,175,16,1,6,1,6,GER
1962,Bachelor,Divorced,"37,859",1,2,22,1,8,2,1,2,1,0,3,CA
1972,Bachelor,Together,"30,261",1,2,8,0,5,0,3,1,0,0,3,SP
1979,Bachelor,Together,"21,645",1,0,14,0,23,4,5,3,3,0,3,GER
1978,Master,Divorced,"21,282",1,0,1,5,8,4,8,2,2,1,2,SP
1954,Bachelor,Together,"32,144",1,1,41,0,10,0,0,4,2,1,3,IND
1954,Master,Divorced,"62,637",0,1,104,12,48,4,12,1,2,2,5,CA
1971,Bachelor,Together,"16,626",2,0,8,3,22,21,1,3,3,0,3,SA
1971,Master,Married,"54,690",1,1,111,16,37,7,9,3,3,1,5,SP
1971,Master,Married,"54,690",1,1,111,16,37,7,9,3,3,1,5,SP
1955,PhD,Single,"61,284",0,0,618,15,106,20,7,1,11,2,8,SP
1976,Master,Married,"23,718",1,0,6,3,14,15,7,3,3,1,2,AUS
1962,PhD,Single,"33,419",0,1,56,0,12,0,0,2,2,0,4,SP
1983,Bachelor,Divorced,"82,025",0,0,267,98,606,48,70,1,3,2,6,SA
1958,High School,Single,"15,056",1,1,6,12,3,21,6,5,2,2,3,SP
1958,Bachelor,Married,"48,192",0,0,1039,43,204,153,58,3,2,8,12,CA
1967,Master,Together,"67,309",1,1,515,47,181,149,95,15,9,6,9,SP
1957,Bachelor,Widow,"66,033",0,1,293,35,179,46,59,2,8,3,7,IND
1977,Bachelor,Single,"28,769",1,0,41,5,129,10,3,3,4,1,4,SP
1957,PhD,Together,"6,835",0,1,107,2,12,2,2,0,0,0,1,CA
1986,Bachelor,Married,"32,880",1,0,8,4,15,7,6,1,1,0,3,SP
1982,Master,Single,"23,616",1,0,4,22,11,3,7,2,3,0,3,SP
1981,Bachelor,Married,"19,419",1,0,2,14,28,16,3,4,4,0,3,IND
1973,Bachelor,Married,"34,961",1,0,45,2,26,4,1,3,3,1,3,SP
1976,Bachelor,Divorced,"64,892",0,1,527,24,230,32,24,2,6,4,12,SA
1988,Master,Married,"16,248",1,0,12,11,10,3,12,3,2,1,3,IND
1983,Bachelor,Together,"43,776",1,0,8,0,9,2,1,1,1,0,2,SP
1967,Bachelor,Single,"52,074",0,1,59,0,12,0,0,1,2,2,2,IND
1960,High School,Widow,"22,123",0,0,3,3,24,34,7,1,2,1,3,AUS
1978,Master,Single,"35,544",1,0,30,5,23,4,1,1,2,0,3,SA
1989,Master,Married,"59,060",1,0,35,40,111,36,40,3,3,1,7,SP
1976,Bachelor,Married,"65,665",0,1,225,162,387,106,36,1,5,10,8,SP
1971,Bachelor,Divorced,"29,819",1,0,9,1,24,2,1,3,3,0,3,SP
1989,Bachelor,Single,"81,217",0,0,493,70,324,146,40,1,3,7,11,SP
1989,Bachelor,Single,"81,217",0,0,493,70,324,146,40,1,3,7,11,SP
1990,Bachelor,Single,"26,095",1,0,11,7,9,3,1,1,1,0,3,SP
1970,Master,Divorced,"65,706",0,0,918,10,129,13,0,1,11,3,12,CA
1976,Bachelor,Divorced,"31,859",1,0,3,1,3,8,0,1,1,0,2,SA
1941,PhD,Married,"93,027",0,0,1285,42,716,55,0,0,7,10,5,SP
1970,Bachelor,Divorced,"58,710",0,1,440,81,368,0,122,6,11,5,9,AUS
1966,Master,Together,"49,618",1,1,80,3,26,4,2,4,3,1,3,SP
1964,Master,Single,"58,308",0,1,691,0,69,10,0,4,2,6,3,SP
1964,Bachelor,Married,"40,800",1,2,24,0,27,8,30,2,3,0,3,SP
1959,Bachelor,Married,"18,690",0,0,6,1,7,23,4,1,1,1,2,SP
1959,Bachelor,Married,"18,690",0,0,6,1,7,23,4,1,1,1,2,GER
1959,Bachelor,Married,"18,690",0,0,6,1,7,23,4,1,1,1,2,SP
1958,Bachelor,Together,"28,087",1,1,53,8,17,13,0,3,2,2,2,IND
1967,Bachelor,Together,"75,702",1,1,650,28,353,45,42,5,4,6,11,SA
1971,PhD,Together,"32,892",1,0,26,0,15,2,1,2,3,0,3,SA
1971,PhD,Together,"32,892",1,0,26,0,15,2,1,2,3,0,3,SP
1959,Master,Together,"89,120",0,0,1168,92,408,72,129,1,5,6,7,SP
1961,Bachelor,Married,"27,116",1,1,12,1,21,2,2,2,2,0,3,SA
1989,Bachelor,Single,"46,107",1,0,31,9,27,16,9,1,1,1,4,SA
1973,PhD,Single,"54,466",1,1,12,0,4,0,0,1,1,0,2,SP
1965,Bachelor,Single,"59,686",0,1,89,15,89,34,42,1,4,1,6,CA
1950,Bachelor,Divorced,"82,460",0,0,255,47,573,52,32,1,5,3,6,SA
1960,PhD,Single,"76,045",0,0,760,53,400,17,93,1,4,5,11,SP
1975,Bachelor,Divorced,"83,829",0,0,897,161,430,186,161,0,4,7,6,SP
1975,Bachelor,Divorced,"83,829",0,0,897,161,430,186,161,0,4,7,6,SP
1968,Master,Together,"32,889",1,1,28,0,13,4,2,3,2,1,3,SP
1979,Master,Divorced,"33,462",1,0,22,3,18,0,0,1,2,0,3,SA
1975,Bachelor,Divorced,"36,627",2,0,9,1,5,0,0,1,0,0,3,SA
1982,Bachelor,Married,"28,718",1,0,12,4,6,11,8,2,2,0,3,IND
1972,Bachelor,Married,"77,981",1,0,138,120,204,16,126,3,7,4,7,SP
1956,Bachelor,Single,"60,230",0,1,520,20,367,39,81,2,6,3,6,SP
1969,Bachelor,Together,"74,918",0,0,972,59,913,25,19,1,5,9,6,SP
1953,Bachelor,Single,"40,464",0,1,424,17,118,7,23,6,8,2,8,SP
1956,Master,Single,"64,857",0,0,556,14,717,210,0,1,7,5,10,SP
1956,Master,Single,"64,857",0,0,556,14,717,210,0,1,7,5,10,CA
1960,Bachelor,Together,"63,381",0,1,571,50,142,33,50,4,4,5,13,SP
1960,Bachelor,Together,"63,381",0,1,571,50,142,33,50,4,4,5,13,SP
1982,Master,Together,"66,664",0,0,398,96,447,220,96,1,5,7,6,SP
1982,Master,Together,"66,664",0,0,398,96,447,220,96,1,5,7,6,SA
1966,Bachelor,Single,"86,358",1,1,957,47,494,82,47,4,5,3,6,SP
1977,Bachelor,Married,"41,443",1,0,171,7,171,25,19,6,8,1,5,SA
1961,PhD,Married,"57,072",0,1,944,0,60,0,0,2,7,5,13,CA
1967,Bachelor,Together,"54,178",0,1,135,9,39,4,0,1,2,2,5,GER
1950,PhD,Single,"48,767",1,2,28,1,21,3,0,3,2,1,3,AUS
1955,Master,Single,"51,124",1,1,26,1,11,0,1,2,1,0,3,CA
1970,Bachelor,Single,"43,020",1,0,45,7,99,4,25,3,4,1,4,US
1963,Bachelor,Single,"49,980",0,1,104,1,54,13,9,2,3,1,5,IND
1955,Bachelor,Single,"72,906",0,0,400,32,519,71,75,1,3,4,9,SP
1976,Master,Together,"25,176",1,1,4,0,4,0,0,1,1,0,2,GER
1977,Bachelor,Together,"96,876",0,0,908,43,735,40,194,1,7,7,9,SP
1979,Master,Married,"31,086",1,1,16,2,11,3,0,2,1,1,2,GER
1983,Bachelor,Single,"24,072",1,0,9,1,6,3,0,1,1,0,2,SP
1954,Bachelor,Divorced,"76,773",0,0,516,56,449,86,33,1,2,2,11,SP
1965,Bachelor,Married,"72,190",0,0,597,166,597,172,166,1,5,6,4,AUS
1948,PhD,Married,"83,837",0,0,847,66,119,86,89,1,9,10,5,IND
1978,Bachelor,Married,"17,345",1,0,4,9,16,17,0,2,2,1,2,SP
1958,Master,Single,"75,154",0,1,543,10,205,160,143,1,6,3,6,US
1961,High School,Married,"28,249",0,0,1,9,7,2,14,1,2,0,3,IND
1961,High School,Married,"28,249",0,0,1,9,7,2,14,1,2,0,3,SP
1980,Master,Married,"69,661",0,0,656,16,106,32,16,1,7,3,12,IND
1979,PhD,Together,"27,922",1,0,11,0,13,2,4,1,2,0,3,SA
1966,Master,Together,"45,903",0,1,33,8,10,2,10,2,2,1,3,SA
1977,Master,Single,"36,273",1,0,29,3,30,3,2,2,3,0,3,SP
1968,Master,Married,"70,777",0,1,554,35,113,0,7,3,5,3,12,SP
1976,Bachelor,Married,"17,148",1,0,9,9,11,13,10,4,3,1,3,CA
1969,Master,Together,"66,476",0,1,742,28,152,25,9,2,6,8,10,GER
1979,Master,Married,"45,057",1,0,37,0,7,3,0,1,2,0,3,US
1968,Bachelor,Married,"41,120",1,1,24,2,23,0,8,3,2,1,3,SP
1959,PhD,Single,,0,0,81,11,50,3,2,1,1,3,4,AUS
1986,Master,Single,"19,485",2,0,6,0,4,0,0,1,1,0,2,IND
1983,PhD,Together,"21,840",1,0,17,0,9,0,0,1,1,0,3,SP
1985,Master,Single,"41,473",1,0,21,8,20,15,3,1,2,0,3,SP
1956,Master,Divorced,"31,395",1,1,23,1,25,0,8,4,2,1,3,SP
1947,PhD,Widow,"68,117",0,1,618,44,215,0,17,2,11,8,4,SP
1975,Master,Widow,"47,682",0,1,162,61,83,97,57,4,4,3,8,SP
1972,Master,Married,"83,151",0,0,968,147,842,137,42,1,5,7,10,SP
1969,PhD,Divorced,"58,086",0,1,708,7,62,0,0,2,11,3,7,SP
1958,PhD,Together,"84,460",0,0,152,27,103,106,54,0,9,9,4,SP
1962,Bachelor,Single,"66,565",0,1,747,10,161,65,40,4,4,2,9,SP
1969,Bachelor,Divorced,"23,910",1,0,16,12,18,7,1,1,2,0,3,SP
1968,Bachelor,Single,"35,893",1,1,158,0,23,0,0,6,3,1,5,IND
1973,Bachelor,Divorced,"71,128",1,0,958,159,447,20,0,3,2,10,12,US
1989,Master,Together,"38,683",1,0,46,35,69,84,41,6,4,1,6,IND
1971,Bachelor,Married,"37,150",1,0,167,37,64,49,34,8,4,3,6,US
1976,Bachelor,Married,"61,064",0,1,387,126,342,0,45,5,8,4,11,SP
1976,PhD,Married,"51,650",0,1,152,3,22,2,5,1,4,1,4,IND
1956,Master,Together,"55,249",0,1,97,1,19,2,0,1,2,1,4,SP
1973,PhD,Single,"46,854",1,1,96,1,79,7,1,6,5,1,3,IND
1996,High School,Married,"14,421",0,0,0,0,2,3,3,1,1,0,2,SP
1969,PhD,Together,"54,132",0,1,30,1,8,0,0,1,1,0,3,GER
1975,Bachelor,Divorced,"153,924",0,0,1,1,1,1,1,0,0,0,0,SP
1978,Bachelor,Married,"64,813",1,0,293,0,124,179,97,1,7,2,10,SP
1970,Master,Married,"61,872",0,1,330,5,159,36,27,4,4,4,9,CA
1979,Bachelor,Married,"58,025",0,1,270,31,88,11,48,3,3,2,10,IND
1948,Master,Married,"83,790",0,0,1076,16,417,42,48,1,8,10,6,SA
1979,Bachelor,Together,"34,350",1,0,16,3,15,2,1,1,1,0,3,AUS
1958,PhD,Widow,"33,438",1,1,62,1,16,3,2,4,2,1,4,SP
1986,Master,Married,"21,955",1,0,5,1,7,17,14,2,2,1,3,SP
1971,PhD,Married,"60,491",0,1,637,47,237,12,19,4,6,11,7,SP
1964,PhD,Married,"59,304",0,1,418,61,428,80,51,3,7,8,10,SP
1974,Bachelor,Married,"34,421",1,0,3,3,7,6,2,1,1,0,2,SP
1974,Bachelor,Married,"34,421",1,0,3,3,7,6,2,1,1,0,2,SA
1953,PhD,Single,"51,411",1,2,14,0,3,0,0,1,0,0,3,IND
1958,Bachelor,Divorced,"71,964",0,0,587,51,932,180,34,1,5,6,5,SP
1953,PhD,Together,"64,504",1,2,986,36,168,16,0,7,11,3,4,SP
1961,Bachelor,Married,"49,678",0,1,229,5,56,3,2,2,6,2,4,SP
1976,Master,Single,"60,482",0,1,255,43,134,37,14,1,7,2,7,SA
1972,PhD,Single,"55,260",0,1,825,8,53,11,0,2,8,10,5,SA
1969,Master,Widow,"67,369",0,1,1298,0,70,37,14,4,7,4,10,SP
1962,Master,Together,"47,175",1,1,167,2,44,6,2,7,4,2,4,SA
1967,Bachelor,Divorced,"68,743",0,0,1132,134,384,175,134,1,11,5,13,US
1981,PhD,Together,"56,937",1,0,746,8,125,11,8,7,8,6,9,SP
1986,Bachelor,Together,"83,033",1,0,812,99,431,237,149,1,11,4,10,SA
1976,Bachelor,Single,"37,697",1,0,34,6,21,11,4,1,2,1,3,IND
1976,Bachelor,Single,"37,697",1,0,34,6,21,11,4,1,2,1,3,SP
1951,Bachelor,Married,"44,689",1,1,18,0,5,0,0,2,1,1,2,SP
1970,Master,Married,"23,162",1,1,8,3,9,19,4,3,1,1,3,CA
1959,Bachelor,Divorced,"63,033",0,0,194,61,480,225,112,1,3,4,8,US
1967,PhD,Single,"40,304",1,0,37,0,17,0,0,1,2,0,3,CA
1984,Bachelor,Married,"40,059",1,0,110,29,92,28,10,1,6,2,3,US
1954,Bachelor,Married,"80,067",0,0,519,17,813,27,173,1,4,6,6,IND
1981,PhD,Single,"36,038",1,0,23,0,15,0,2,2,3,0,3,SP
1981,PhD,Single,,1,0,23,0,15,0,2,2,3,0,3,AUS
1968,Bachelor,Together,"40,521",1,1,12,0,5,0,0,1,0,1,2,SP
1956,PhD,Married,"66,334",0,1,909,11,218,0,0,2,9,3,5,SP
1984,Bachelor,Single,"11,012",1,0,24,3,26,7,1,3,3,1,2,IND
1976,Bachelor,Divorced,"31,615",1,0,2,3,20,6,11,2,2,0,3,SP
1971,Bachelor,Married,,1,1,71,1,16,0,0,4,2,1,3,AUS
1949,PhD,Married,"69,098",0,0,1315,22,780,145,0,1,7,8,9,SP
1951,Bachelor,Widow,"70,792",0,0,344,45,654,104,11,2,3,4,10,SP
1979,Bachelor,Married,"17,688",1,0,2,2,1,3,1,1,1,0,2,SP
1989,High School,Married,"25,443",1,0,1,4,3,8,9,1,1,0,3,SA
1972,PhD,Married,"57,091",0,1,462,0,24,6,0,2,9,2,5,SP
1981,Master,Single,"24,336",1,0,1,6,2,8,2,1,1,0,2,SP
1981,Master,Married,"51,111",1,1,22,0,19,6,5,2,2,0,3,SA
1972,Bachelor,Single,"44,503",1,1,31,1,8,0,0,2,2,0,3,SP
1971,Master,Married,"56,850",0,1,34,1,19,2,7,1,1,1,3,CA
1969,PhD,Single,"66,582",0,0,789,25,420,16,38,1,2,8,9,SP
1985,Master,Married,"23,148",0,0,4,6,8,6,3,1,2,0,3,SP
1964,Bachelor,Married,"82,224",0,0,307,26,360,138,31,1,6,9,5,GER
1974,PhD,Married,"61,917",1,1,46,4,36,2,2,1,2,0,4,SP
1966,Bachelor,Together,"43,482",2,1,18,1,32,6,3,3,2,0,4,IND
1979,Bachelor,Divorced,"68,274",1,1,135,25,51,23,25,2,4,2,5,SA
1974,Bachelor,Single,"42,373",1,1,67,5,61,3,8,5,2,1,5,SP
1954,Master,Together,,0,1,161,0,22,0,0,2,4,1,4,AUS
1979,Bachelor,Single,"57,537",1,0,191,56,139,51,8,4,4,3,8,AUS
1958,PhD,Widow,"80,995",0,1,860,28,409,73,56,1,8,9,4,CA
1976,Bachelor,Divorced,"30,992",1,0,17,0,14,7,3,1,1,0,3,CA
1976,Bachelor,Divorced,"30,992",1,0,17,0,14,7,3,1,1,0,3,CA
1971,PhD,Together,"78,642",0,1,1396,0,322,46,35,1,4,9,4,SP
1955,Bachelor,Married,"74,268",0,0,199,66,315,97,174,1,4,3,5,SA
1962,Bachelor,Together,"75,072",0,1,583,34,309,0,22,2,5,4,8,SP
1963,Bachelor,Together,"56,253",0,1,509,0,65,7,11,4,7,2,9,SP
1955,Bachelor,Together,"59,925",0,1,473,21,176,19,21,3,9,2,9,SP
1960,Bachelor,Together,"62,807",0,1,526,28,135,10,21,3,5,3,12,SP
1960,Bachelor,Together,"62,807",0,1,526,28,135,10,21,3,5,3,12,CA
1970,PhD,Married,"23,626",1,0,27,2,14,0,0,3,3,1,3,GER
1976,Master,Together,"46,106",1,1,30,0,8,2,0,1,1,1,2,SA
1965,Bachelor,Married,"81,168",0,0,410,0,592,147,22,1,6,4,7,SP
1979,Bachelor,Married,"27,244",1,0,6,5,17,3,24,2,2,2,2,SP
1957,Bachelor,Together,"26,091",1,1,15,10,19,8,17,3,2,1,3,IND
1957,Bachelor,Together,"26,091",1,1,15,10,19,8,17,3,2,1,3,SP
1969,Master,Married,"43,142",1,1,5,1,7,2,1,1,1,0,2,AUS
1971,Bachelor,Together,"38,232",1,1,43,5,28,7,6,4,3,1,3,SP
1985,Bachelor,Married,"92,533",0,0,693,21,118,110,147,1,6,5,11,GER
1945,Bachelor,Widow,"63,285",0,0,508,124,249,50,38,1,6,5,13,SP
1955,Bachelor,Together,"38,946",0,1,116,6,82,6,6,2,3,1,6,US
1955,Bachelor,Together,"38,946",0,1,116,6,82,6,6,2,3,1,6,CA
1975,PhD,Married,"40,233",0,1,80,4,46,0,17,5,2,1,5,SA
1969,Master,Married,"46,831",1,1,22,2,10,6,4,2,1,2,2,SP
1987,Bachelor,Together,"67,605",0,0,336,28,282,184,54,1,2,8,6,SP
1976,Master,Single,"70,379",0,1,553,25,142,65,67,3,6,3,13,CA
1957,Master,Divorced,"77,297",0,0,408,61,109,48,122,1,5,7,9,SP
1962,Bachelor,Married,"55,759",0,1,675,0,85,10,7,5,10,3,8,CA
1951,Master,Single,"58,217",2,1,68,1,13,3,5,1,2,0,4,SP
1976,Bachelor,Together,"51,369",0,1,297,7,79,0,11,2,8,2,4,SA
1976,Bachelor,Together,"51,369",0,1,297,7,79,0,11,2,8,2,4,SA
1956,Bachelor,Single,"91,249",0,0,1324,27,119,71,108,0,7,9,6,SP
1978,Master,Together,"52,513",0,0,367,17,241,104,188,2,9,5,9,SP
1970,Master,Married,"44,159",1,0,167,2,62,24,13,4,4,1,6,SA
1962,Bachelor,Together,"76,081",0,0,292,30,415,63,33,1,4,5,4,SP
1962,Bachelor,Together,"76,081",0,0,292,30,415,63,33,1,4,5,4,IND
1974,Bachelor,Divorced,"39,996",1,1,11,0,3,0,0,1,1,0,2,AUS
1973,PhD,Together,"55,012",0,1,582,0,65,0,0,6,8,2,9,SP
1947,Bachelor,Single,"77,457",0,0,675,11,400,15,45,1,2,5,10,SA
1963,Bachelor,Single,"80,695",0,0,557,129,984,193,37,1,5,8,5,US
1956,Bachelor,Married,"71,866",0,1,184,178,178,103,39,1,6,3,10,AUS
1982,Master,Together,"73,450",0,0,1142,51,415,90,69,1,7,8,11,SP
1944,PhD,Divorced,"55,614",0,0,504,13,131,8,0,1,9,4,6,SP
1949,PhD,Married,"156,924",0,0,2,1,2,1,1,0,0,0,0,CA
1967,Master,Together,"30,753",1,1,12,5,25,0,9,2,1,1,3,CA
1956,Master,Together,"54,603",1,1,145,13,46,17,2,6,4,2,4,SP
1975,Bachelor,Together,"22,280",1,0,2,1,4,3,1,1,1,0,2,SP
1951,Master,Together,"59,385",1,1,135,0,10,0,4,2,3,1,4,SP
1955,Bachelor,Married,"76,998",0,1,1449,89,161,69,35,2,11,8,8,CA
1971,Master,Together,"80,573",0,0,829,138,430,60,92,1,4,6,13,SA
1971,Master,Together,"80,573",0,0,829,138,430,60,92,1,4,6,13,SP
1982,Bachelor,Married,"24,711",0,0,10,7,25,6,3,1,3,0,3,SP
1959,PhD,Married,"38,829",0,1,76,0,7,0,0,1,3,2,2,GER
1974,PhD,Single,"71,466",0,0,412,12,546,78,182,1,4,4,10,CA
1956,Master,Together,"28,839",1,1,24,0,7,0,0,2,2,0,3,SP
1951,Bachelor,Married,"53,790",0,2,335,42,127,28,5,3,7,2,8,SP
1951,Master,Widow,"73,705",0,2,612,91,520,258,107,2,9,6,8,SP
1982,Bachelor,Married,"22,448",1,0,3,1,8,23,2,3,2,1,3,SA
1976,Bachelor,Divorced,"12,571",1,0,3,5,14,2,12,4,3,1,3,SA
1960,Master,Together,"73,113",0,0,741,19,154,50,9,1,3,4,7,SA
1990,Bachelor,Married,"35,765",1,0,22,3,30,0,5,2,2,0,4,CA
1966,PhD,Single,"46,734",1,2,100,1,39,6,1,4,3,2,3,SP
1963,PhD,Together,"66,313",0,1,625,7,99,10,22,2,6,3,12,SA
1957,Master,Together,"68,148",0,0,389,66,408,37,57,1,4,4,6,SP
1965,Bachelor,Married,"44,393",1,1,24,2,20,2,2,2,1,0,4,SP
1986,PhD,Together,"38,197",1,0,23,0,11,2,1,1,1,0,3,SP
1946,PhD,Married,"51,012",0,0,102,9,63,2,9,1,4,1,4,SP
1946,PhD,Married,"51,012",0,0,102,9,63,2,9,1,4,1,4,SP
1960,Bachelor,Together,"13,672",1,1,6,2,9,2,1,2,1,0,3,SP
1953,Bachelor,Together,"41,452",1,1,13,0,3,0,0,1,1,0,2,CA
1982,Bachelor,Married,"42,081",1,0,175,10,110,54,6,2,6,3,4,SP
1986,High School,Single,"14,906",0,0,7,7,14,7,16,3,2,1,3,SA
1985,Master,Single,"33,812",1,0,4,17,19,30,24,2,2,1,3,US
1975,Master,Single,"46,098",1,1,57,0,27,0,0,4,3,2,2,SP
1975,Master,Single,"46,098",1,1,57,0,27,0,0,4,3,2,2,CA
1975,Master,Single,"46,098",1,1,57,0,27,0,0,4,3,2,2,IND
1956,Master,Married,"53,230",0,1,176,72,98,136,21,4,5,2,12,GER
1989,Master,Together,"88,420",0,0,957,153,612,99,95,1,4,7,8,SP
1963,Master,Single,"39,548",1,1,15,4,10,3,4,2,1,1,3,SP
1953,Bachelor,Together,"61,278",0,1,111,3,28,2,6,2,3,1,4,SP
1964,Bachelor,Single,"81,246",0,0,398,190,537,61,156,1,4,5,7,SP
1975,Bachelor,Widow,"58,330",0,1,445,53,213,104,98,1,6,4,13,SP
1975,Bachelor,Widow,"58,330",0,1,445,53,213,104,98,1,6,4,13,GER
1967,Bachelor,Together,"65,777",0,0,565,32,435,28,32,1,2,8,6,US
1980,Master,Married,"70,829",1,1,141,70,106,72,19,2,4,2,8,SP
1973,Master,Together,,0,0,445,37,359,98,28,1,2,4,8,GER
1962,Master,Single,"59,247",0,2,327,9,122,19,14,5,5,2,9,SP
1967,Bachelor,Single,"25,930",1,1,6,1,2,2,0,1,1,0,2,SP
1959,Bachelor,Together,"54,753",0,1,197,107,227,7,59,3,5,2,11,SA
1974,PhD,Together,"28,440",1,0,38,1,24,0,0,1,2,0,3,SP
1973,Master,Married,"23,559",1,0,25,5,19,7,0,3,3,0,3,GER
1952,Bachelor,Divorced,"62,335",0,1,243,131,217,85,6,2,3,3,13,SP
1979,Bachelor,Married,"63,777",1,1,457,5,106,15,17,8,11,1,6,IND
1972,Bachelor,Married,"59,666",1,1,623,53,178,23,17,7,3,2,8,CA
1956,Master,Married,"50,965",0,1,544,13,85,8,6,3,10,4,5,SP
1965,Master,Together,"71,488",0,0,162,33,124,40,28,2,3,4,7,CA
1952,Bachelor,Single,"72,228",0,0,631,28,491,30,14,1,6,7,8,SP
1953,PhD,Single,"46,231",2,1,189,2,55,0,5,4,6,1,4,SA
1974,Bachelor,Together,"75,702",0,1,1073,0,629,145,37,1,10,5,13,SP
1971,Bachelor,Divorced,"43,300",0,1,91,3,52,2,1,3,4,0,4,CA
1957,Bachelor,Married,"78,618",0,0,736,163,818,212,163,1,4,7,10,SP
1958,Bachelor,Together,,1,1,19,4,12,2,2,1,1,0,3,AUS
1985,Bachelor,Single,"29,760",1,0,64,4,68,7,5,4,3,1,4,GER
1985,Bachelor,Single,"29,760",1,0,64,4,68,7,5,4,3,1,4,SP
1962,Bachelor,Together,"50,127",0,1,274,0,21,4,6,1,5,1,6,SP
1988,Bachelor,Together,"29,604",1,0,7,6,13,7,6,1,1,0,3,SA
1952,Bachelor,Married,"49,413",0,1,205,7,41,3,2,2,4,2,5,SP
1958,Bachelor,Married,"51,876",0,0,99,27,102,28,48,1,2,2,8,GER
1974,Bachelor,Married,"45,837",1,1,215,13,87,17,17,5,6,2,5,SP
1962,PhD,Divorced,"85,696",0,0,714,76,395,116,0,1,4,6,9,SP
1962,PhD,Divorced,"85,696",0,0,714,76,395,116,0,1,4,6,9,SP
1962,Master,Divorced,"59,432",0,1,317,25,265,25,19,3,5,3,11,SP
1951,Bachelor,Divorced,"43,185",0,1,537,6,42,16,6,2,9,3,6,AUS
1975,PhD,Married,"60,631",1,1,565,6,65,0,6,5,9,2,8,GER
1985,Master,Married,"20,559",1,0,13,1,29,3,0,2,2,0,3,AUS
1956,Master,Together,"50,898",1,1,285,28,242,55,114,13,6,2,12,SA
1978,Bachelor,Married,"73,807",0,1,366,124,156,71,78,2,5,5,11,IND
1956,Master,Together,"14,661",0,0,4,1,11,6,2,1,1,0,3,SP
1954,Bachelor,Together,"36,807",1,1,4,2,5,0,0,1,1,0,2,IND
1975,Master,Together,"46,772",0,1,350,104,189,197,151,6,11,8,5,CA
1947,PhD,Together,"81,574",0,0,1252,0,465,46,35,1,4,5,8,SA
1976,Bachelor,Married,"30,772",1,1,7,2,4,2,1,1,1,0,2,CA
1978,PhD,Married,"46,377",1,0,37,0,46,4,3,1,2,1,3,SA
1974,PhD,Married,"78,128",0,1,934,24,230,16,24,2,8,4,6,GER
1972,PhD,Together,"83,443",0,0,518,42,742,55,56,1,6,10,5,GER
1960,Master,Together,"50,523",1,1,51,4,24,4,7,2,2,0,4,US
1965,Bachelor,Together,"47,009",0,1,171,45,73,59,10,4,3,2,8,SP
1967,Master,Married,"37,054",1,1,12,1,6,0,1,2,1,0,3,SA
1971,PhD,Married,"32,011",1,0,99,0,15,2,1,3,2,1,4,SP
1962,Master,Together,"82,122",0,0,734,22,350,151,25,1,3,9,13,SP
1975,Bachelor,Divorced,"70,300",1,0,1045,61,338,60,46,3,5,5,13,SP
1976,Master,Together,"21,024",0,0,36,4,18,6,2,1,2,0,4,SP
1968,Bachelor,Together,"34,916",2,0,51,23,82,33,0,4,5,1,3,SA
1967,Bachelor,Together,"27,943",1,1,12,1,16,4,1,3,2,0,3,SP
1971,Master,Married,"39,791",0,1,85,15,27,13,13,2,3,1,4,SP
1965,PhD,Married,"62,745",0,1,562,21,464,28,10,3,7,8,11,SA
1969,Bachelor,Single,"18,589",0,0,6,4,25,15,12,2,2,1,3,US
1976,Bachelor,Together,"85,606",0,1,717,42,864,219,30,2,6,7,9,SP
1951,High School,Married,"26,997",0,0,7,23,78,133,49,2,4,2,5,SP
1961,Bachelor,Single,"82,332",0,0,830,59,968,51,79,1,5,3,12,GER
1970,PhD,Married,"38,853",1,1,29,0,14,0,0,2,2,0,3,IND
1968,Master,Divorced,"27,071",1,0,8,3,19,0,2,2,2,0,3,SP
1954,PhD,Single,"90,933",0,0,1020,31,430,62,63,1,4,6,4,SP
1966,PhD,Together,"65,814",0,1,561,14,113,10,14,3,8,2,10,SP
1958,PhD,Together,"74,250",0,0,680,11,392,75,0,1,2,11,4,CA
1976,Master,Married,"33,181",1,0,9,0,3,0,0,1,1,0,2,SP
1944,Master,Widow,"45,006",0,0,162,25,53,16,0,1,3,1,7,SP
1958,Master,Together,"42,315",0,1,67,15,80,17,11,3,1,4,4,US
1950,PhD,Married,"48,699",1,1,26,1,10,2,0,1,1,0,3,AUS
1954,Bachelor,Married,"59,111",0,0,524,0,134,28,28,1,11,1,8,AUS
1955,Bachelor,Married,"48,726",0,1,138,3,38,4,0,3,3,2,4,GER
1955,Bachelor,Divorced,"37,244",1,1,18,2,10,0,0,1,1,1,2,SP
1970,Bachelor,Together,"74,854",1,2,856,59,487,58,29,7,2,5,5,GER
1964,PhD,Married,"60,896",0,1,1013,30,399,60,46,3,9,10,4,CA
